Series15_HealthyLungBiopsy_1,Series15_HealthyLungBiopsy_2,Series15_COVID19Lung_1,Series15_COVID19Lung_2
MIR190A,0,0,0,0
TPM1,3378,9333,6,278
LACTB,2740,477,7,45
RPS27L,1833,1442,5,95
RAB8B,3762,886,22,485
APH1B,416,341,0,5
CA12,349,37,2,87
USP3,2488,831,0,39
FBXL22,1,22,0,2
HERC1,1828,512,0,10
DAPK2,650,347,0,3
SNX1,4187,2263,6,77
SNX22,118,51,0,0
PPIB,5671,1462,0,29
CSNK1G1,661,227,0,11
TRIP4,847,546,0,12
ZNF609,1699,455,0,23
OAZ2,1804,2751,0,12
RBPMS2,142,263,0,6
MIR1272,0,0,0,0
PIF1,26,35,0,0
PLEKHO2,4229,4710,4,6
ANKDD1A,529,343,0,0
SPG21,2364,1862,10,144
MTFMT,167,185,3,7
SLC51B,17,82,0,0
RASL12,218,1640,0,0
KBTBD13,0,7,0,0
UBAP1L,47,78,0,0
PDCD7,299,190,0,10
CLPX,1042,350,0,7
CILP,19,112,0,4
PARP16,241,179,0,0
IGDCC3,0,10,0,0
IGDCC4,7,22,0,0
DPP8,285,142,0,8
SLC24A1,248,304,0,22
DENND4A,2891,342,0,62
MIR4511,0,0,0,0
RAB11A,5213,3893,6,156
MEGF11,111,6,0,0
MIR4311,0,0,0,0
DIS3L,322,266,0,8
TIPIN,183,63,0,4
SCARNA14,0,0,0,0
MAP2K1,5200,821,0,70
SNAPC5,154,180,0,2
RPL4,55417,33108,46,502
SNORD18C,76,25,0,0
SNORD18B,19,7,0,0
SNORD16,17,12,0,0
SNORD18A,6,0,0,0
ZWILCH,111,113,0,8
LCTL,3,1,0,0
SMAD6,60,629,0,9
SMAD3,6012,947,4,40
AAGAB,1950,731,3,26
IQCH,20,17,0,0
IQCH-AS1,26,46,0,0
C15orf61,79,73,0,0
MAP2K5,235,295,0,0
SKOR1,6,4,0,0
PIAS1,971,222,1,25
CALML4,441,412,0,0
CLN6,578,526,0,6
FEM1B,367,94,0,7
ITGA11,16,45,0,1
CORO2B,1318,266,0,12
ANP32A,2938,2039,26,450
MIR4312,1,0,0,0
ANP32A-IT1,8,2,0,0
MIR548H4,0,0,0,0
SPESP1,19,10,0,0
NOX5,0,3,0,0
GLCE,180,258,0,0
PAQR5,264,383,0,23
KIF23,87,22,0,5
RPLP1,59487,43657,61,762
LINC00593,0,0,0,0
TLE3,3997,1010,0,19
MIR629,3,0,0,0
UACA,1043,1840,0,8
LARP6,1997,549,1,0
THAP10,37,17,0,3
LRRC49,514,190,0,9
CT62,3,1,0,0
THSD4,1124,474,0,12
NR2E3,26,10,0,0
MYO9A,269,97,0,0
SENP8,31,42,0,0
PKM,27323,9908,54,661
PARP6,1722,1101,8,49
CELF6,92,149,0,0
HEXA,2030,1481,0,5
HEXA-AS1,7,4,0,0
TMEM202,0,0,0,0
ARIH1,3936,1146,2,54
MIR630,7,4,0,0
GOLGA6B,0,0,0,0
HIGD2B,1,0,0,0
BBS4,399,249,0,0
ADPGK,2540,700,2,42
ADPGK-AS1,5,18,0,0
NEO1,636,504,0,28
HCN4,3,16,0,0
NPTN,3068,1851,1,58
CD276,2843,600,3,19
TBC1D21,0,1,0,0
LOXL1-AS1,61,31,0,0
LOXL1,80,109,0,0
STOML1,144,275,0,0
PML,2864,2114,28,303
GOLGA6A,2,1,0,0
LOC283731,2,7,0,0
ISLR2,7,80,0,0
ISLR,63,688,0,14
STRA6,11,26,0,0
CCDC33,8,1,0,0
CYP11A1,6,12,0,0
SEMA7A,2957,97,0,10
UBL7,630,850,0,6
ARID3B,633,151,0,6
CLK3,3065,965,1,13
EDC3,919,687,0,0
CYP1A1,2331,921,0,1
CYP1A2,26,89,0,0
CSK,1068,725,10,26
MIR4513,1,0,0,0
LMAN1L,0,0,0,0
CPLX3,1,0,0,0
ULK3,943,770,0,0
SCAMP2,2063,700,3,49
MPI,520,334,1,18
FAM219B,1680,1277,0,5
COX5A,2703,1436,1,28
RPP25,306,226,0,1
SCAMP5,22,166,0,0
PPCDC,287,316,2,7
C15orf39,1143,785,6,15
GOLGA6C,8,0,0,0
GOLGA6D,0,0,0,0
COMMD4,787,1295,0,12
NEIL1,102,405,0,1
MIR631,3,6,0,0
MAN2C1,1838,2660,0,15
SIN3A,3937,1001,0,31
PTPN9,1122,586,0,7
SNUPN,726,293,0,7
IMP3,2928,1004,1,53
SNX33,1863,525,0,12
CSPG4,1369,2604,0,5
ODF3L1,20,76,0,0
DNM1P35,10,5,0,0
MIR4313,0,0,0,0
UBE2Q2,948,1094,0,49
FBXO22,404,140,0,0
NRG4,38,11,0,0
ETFA,2141,905,0,43
TYRO3P,3,0,0,0
ISL2,0,0,0,0
SCAPER,351,165,0,2
RCN2,603,696,0,1
PSTPIP1,260,138,0,0
TSPAN3,7539,2737,3,188
PEAK1,3714,1093,0,18
LINC00597,11,2,0,0
HMG20A,921,555,0,25
LINGO1,1,2,0,0
LOC645752,0,6,0,0
LOC91450,10,15,0,0
TBC1D2B,1773,1143,0,7
MIR5003,0,0,0,0
SH2D7,0,0,0,0
CIB2,32,42,0,0
IDH3A,2626,911,0,108
ACSBG1,20,40,0,0
DNAJA4,3938,771,0,56
WDR61,1044,868,2,9
CRABP1,2,0,0,0
IREB2,980,491,0,33
PSMA4,3936,1453,22,541
CHRNA5,45,33,0,0
CHRNA3,6,4,0,0
CHRNB4,0,5,0,0
LOC646938,0,0,0,0
ADAMTS7,422,65,0,0
MORF4L1,12477,6713,5,325
CTSH,5721,2576,19,198
RASGRF1,115,194,0,12
MIR184,0,0,0,0
ANKRD34C,0,3,0,0
TMED3,1391,729,0,35
KIAA1024,31,0,0,0
MTHFS,62,32,0,0
ST20-MTHFS,0,0,0,0
ST20,124,30,46,750
BCL2A1,3255,1122,304,6217
ZFAND6,2525,1387,0,35
FAH,661,294,2,4
ARNT2,223,217,0,13
MIR4514,1,0,0,0
IL16,1116,537,5,8
STARD5,149,77,1,19
TMC3,5,5,0,0
MEX3B,44,12,0,0
GOLGA6L10,4,4,0,0
UBE2Q2P2,0,0,0,0
GOLGA6L9,3,0,0,0
RPS17,0,0,0,0
CPEB1,17,26,0,0
AP3B2,21,12,0,0
LOC338963,0,0,0,0
SCARNA15,13,0,0,0
FSD2,3,5,0,0
WHAMM,909,225,4,1
HOMER2,141,69,0,0
C15orf40,177,238,0,1
BTBD1,1887,1180,0,28
MIR4515,0,0,0,0
TM6SF1,180,343,2,6
BNC1,28,3,0,0
SH3GL3,27,23,0,0
ADAMTSL3,125,609,0,0
LOC440300,1,28,0,0
LOC642423,5,4,0,0
GOLGA6L4,9,29,0,0
DNM1P41,0,0,0,0
UBE2Q2P1,23,15,0,0
ZSCAN2,112,149,0,0
SCAND2P,172,117,6,3
WDR73,413,279,1,3
NMB,695,239,1,8
SEC11A,4651,2773,7,93
ZNF592,1336,629,1,18
ALPK3,2767,214,0,19
SLC28A1,5,2,0,0
PDE8A,1810,701,0,41
AKAP13,8327,3732,0,41
KLHL25,267,259,1,1
MIR1276,0,0,0,0
AGBL1,12,3,0,0
LINC00052,0,0,0,0
NTRK3,100,470,0,2
NTRK3-AS1,2,2,0,0
MRPL46,567,244,0,6
MRPS11,748,568,1,14
DET1,87,68,0,0
MIR1179,0,0,0,0
MIR7-2,0,0,0,0
MIR3529,0,0,0,0
AEN,6029,886,0,9
ISG20,20758,995,20,225
ACAN,252,48,0,0
HAPLN3,2716,1812,15,148
MFGE8,1576,4629,0,11
ABHD2,3495,1183,0,23
RLBP1,1,0,0,0
FANCI,92,60,0,0
POLG,1337,528,1,1
MIR9-3,0,0,0,0
RHCG,219,5,0,0
TICRR,5,9,0,0
KIF7,58,71,0,4
PLIN1,8,14,0,0
PEX11A,81,68,0,0
WDR93,2,7,0,0
MESP1,8,1,0,0
MESP2,0,0,0,0
ANPEP,3075,833,4,9
AP3S2,13,5,0,0
C15orf38-AP3S2,0,0,0,0
MIR5094,0,0,0,0
ZNF710,1241,134,0,18
IDH2,1464,1092,0,6
SEMA4B,2763,1038,10,95
CIB1,5854,3081,0,14
GDPGP1,24,24,0,0
NGRN,5715,3591,2,89
GABARAPL3,1,0,0,0
ZNF774,10,14,0,0
IQGAP1,9007,2800,43,652
CRTC3,1756,1725,1,14
BLM,62,26,0,0
FURIN,2319,3180,8,15
FES,391,3028,0,2
MAN2A2,1253,1250,0,26
UNC45A,1796,1460,0,9
HDDC3,226,319,0,2
RCCD1,88,73,0,0
PRC1,166,72,0,3
VPS33B,468,306,0,1
SV2B,29,127,0,0
SLCO3A1,2009,940,7,51
ST8SIA2,0,5,0,0
C15orf32,3,0,0,0
FAM174B,663,241,0,0
ASB9P1,0,0,0,0
CHD2,8885,1751,6,30
MIR3175,6,0,0,0
RGMA,17,39,0,0
MCTP2,514,564,9,305
LOC440311,3,10,0,0
NR2F2,248,1372,1,20
MIR1469,0,0,0,0
SPATA8,0,0,0,0
ARRDC4,1067,907,0,6
FAM169B,3,2,0,0
IGF1R,1981,876,0,17
MIR4714,4,0,0,0
PGPEP1L,6,13,0,5
SYNM,963,2634,0,12
TTC23,260,274,0,3
LRRC28,166,139,0,6
HSP90B2P,23,5,0,0
MEF2A,3779,1775,2,78
LYSMD4,238,172,0,3
DNM1P46,8,6,0,0
ADAMTS17,60,31,0,0
CERS3,4,0,0,0
PRKXP1,209,49,1,0
ASB7,396,186,0,27
ALDH1A3,1074,759,7,41
LRRK1,359,265,0,6
CHSY1,1620,3441,1,42
SNRPA1,3007,745,1,3
PCSK6,1148,164,0,5
LOC100507472,36,0,0,0
TM2D3,1646,445,0,38
TARSL2,418,281,0,0
OR4F6,0,0,0,1
OR4F15,0,0,0,0
OR4F13P,0,0,0,0
OR4F4,0,0,0,0
FAM138E,0,0,0,0
WASH3P,307,289,0,1
DDX11L9,0,0,0,0
DDX11L10,2,0,0,0
POLR3K,361,155,0,11
SNRNP25,148,278,0,16
RHBDF1,2312,788,0,4
MPG,1156,888,0,6
NPRL3,345,250,0,7
HBZ,3,2,0,0
HBM,10,0,0,1
HBA2,8869,322,259,1900
HBA1,1113,42,46,406
HBQ1,9,1,0,0
LUC7L,3314,1447,1,19
RGS11,81,373,0,2
ARHGDIG,6,3,0,0
PDIA2,11,4,0,0
AXIN1,579,294,0,1
MRPL28,1161,1335,1,2
TMEM8A,1080,514,1,3
LOC100134368,5,6,0,0
NME4,697,1495,1,26
DECR2,107,342,0,1
RAB11FIP3,471,582,0,0
LINC00235,1,0,0,0
MIR5587,0,0,0,0
MIR3176,1,0,0,0
NHLRC4,7,36,0,0
PIGQ,255,412,0,5
RAB40C,295,323,0,2
WFIKKN1,6,14,0,0
WDR90,216,167,1,0
RHOT2,1222,1132,0,21
RHBDL1,5,0,0,0
STUB1,430,877,0,0
JMJD8,198,242,0,3
WDR24,190,113,0,1
FBXL16,21,0,0,0
METRN,75,117,0,0
FAM173A,138,133,0,0
CCDC78,44,23,0,0
HAGHL,62,37,0,0
MSLN,304,167,0,2
MIR662,0,0,0,0
RPUSD1,152,160,0,7
CHTF18,41,132,0,0
GNG13,0,0,0,0
PRR25,0,0,0,0
LMF1,150,420,0,4
SOX8,52,7,0,0
SSTR5-AS1,0,0,0,0
SSTR5,0,0,0,4
C1QTNF8,0,0,0,0
CACNA1H,125,486,2,3
TPSG1,33,33,0,0
TPSB2,1878,404,120,930
TPSAB1,3810,1215,30,231
TPSD1,137,48,0,0
UBE2I,4331,2291,11,29
BAIAP3,54,100,0,6
TSR3,401,646,1,0
GNPTG,851,800,3,0
UNKL,440,260,0,2
C16orf91,529,250,0,2
CCDC154,31,29,0,0
CLCN7,789,377,0,0
PTX4,0,0,0,0
TELO2,241,288,0,1
IFT140,203,272,0,4
TMEM204,904,3988,0,31
MAPK8IP3,477,286,1,8
MIR3177,0,0,0,0
NME3,686,1307,0,2
MRPS34,943,932,1,8
EME2,7,7,0,0
SPSB3,684,1315,0,0
NUBP2,470,515,0,5
IGFALS,8,0,0,0
HAGH,728,1028,0,8
FAHD1,291,252,0,11
MEIOB,2,4,0,0
LINC00254,0,0,0,0
HS3ST6,5,0,0,0
MSRB1,600,1028,0,75
RPL3L,0,0,0,0
NDUFB10,1783,2173,4,2
RPS2,37858,29978,52,753
SNORA10,52,40,0,0
SNORA64,53,70,0,1
SNHG9,405,498,0,0
SNORA78,35,152,1,0
RNF151,4,3,0,0
TBL3,776,580,1,5
NOXO1,2,0,0,0
GFER,406,483,0,0
SYNGR3,30,5,0,0
ZNF598,911,471,0,7
NPW,0,12,0,0
SLC9A3R2,629,3882,7,17
NTHL1,133,629,0,0
TSC2,518,849,0,3
PKD1,464,591,0,7
MIR1225,0,0,0,0
MIR4516,0,0,0,0
MIR3180-5,0,0,0,0
RAB26,10,6,0,0
SNORD60,65,19,0,0
TRAF7,771,704,0,28
CASKIN1,2,0,0,0
MLST8,241,390,0,1
BRICD5,38,61,0,0
PGP,203,361,1,3
E4F1,427,403,0,0
DNASE1L2,8,1,0,0
ECI1,538,882,3,4
RNPS1,5870,3259,0,37
MIR3677,0,2,0,0
MIR940,0,5,0,0
MIR4717,0,0,0,0
ABCA3,635,715,3,13
ABCA17P,4,6,0,0
CCNF,72,45,0,3
NTN3,0,0,0,0
TBC1D24,289,226,1,0
ATP6V0C,3606,2268,38,312
AMDHD2,211,198,0,0
CEMP1,49,40,0,0
MIR3178,0,1,0,0
PDPK1,870,297,0,4
LOC652276,65,13,0,0
FLJ42627,64,30,0,0
ERVK13-1,340,183,0,0
KCTD5,793,589,2,0
PRSS27,6,33,0,0
SRRM2-AS1,0,3,0,0
SRRM2,13881,6724,8,163
PRSS33,2,0,0,0
PRSS41,0,0,0,0
PRSS21,124,0,0,0
ZG16B,50,9,0,0
PRSS30P,122,2,0,0
PRSS22,1328,6,0,0
FLYWCH2,304,756,0,0
FLYWCH1,446,607,0,0
KREMEN2,1,0,0,0
PAQR4,31,82,0,2
PKMYT1,5,0,0,0
LINC00514,3,0,0,0
CLDN9,258,0,0,6
CLDN6,123,6,0,1
TNFRSF12A,9027,1022,5,73
HCFC1R1,960,1029,0,1
THOC6,5167,594,0,0
LOC100128770,2,2,0,2
MMP25,154,118,6,31
IL32,30396,2455,43,424
ZSCAN10,5,0,0,0
ZNF205-AS1,0,5,0,0
ZNF205,67,172,0,0
ZNF213,85,68,0,0
OR1F1,0,0,0,0
OR1F2P,0,0,0,0
ZNF200,346,127,3,8
MEFV,65,56,0,12
ZNF263,1941,1473,0,7
TIGD7,325,202,0,8
ZNF75A,331,281,0,13
OR2C1,0,0,0,0
MTRNR2L4,0,4,0,0
ZSCAN32,451,258,0,5
ZNF174,136,108,1,0
ZNF597,153,88,0,5
NAA60,1152,941,1,0
C16orf90,0,0,0,0
CLUAP1,310,336,0,3
NLRC3,325,108,0,7
SLX4,115,74,0,12
DNASE1,51,17,9,0
TRAP1,2200,1088,0,12
CREBBP,2057,893,4,41
ADCY9,891,563,0,6
SRL,609,237,0,0
TFAP4,194,115,0,1
GLIS2,717,147,0,13
PAM16,1,0,0,0
CORO7-PAM16,0,0,0,0
CORO7,465,209,0,4
VASN,1614,705,2,0
DNAJA3,1335,610,2,2
NMRAL1,402,728,0,0
HMOX2,2532,1610,2,18
CDIP1,599,640,0,7
C16orf96,2,0,0,0
UBALD1,360,332,1,0
MGRN1,1012,498,0,2
NUDT16L1,222,302,0,0
ANKS3,256,310,0,3
C16orf71,4,7,0,0
ZNF500,60,53,0,0
SEPT12,0,0,0,0
ROGDI,118,479,0,7
GLYR1,1980,1505,0,38
UBN1,1571,887,0,8
PPL,1013,854,0,10
SEC14L5,1,2,0,0
NAGPA,107,214,0,0
NAGPA-AS1,0,0,0,0
C16orf89,639,571,2,0
ALG1,183,157,0,6
RBFOX1,3,8,0,0
TMEM114,1,3,0,0
METTL22,392,212,0,0
ABAT,196,99,0,0
TMEM186,347,170,0,0
PMM2,1409,1267,0,3
CARHSP1,3103,2782,1,25
USP7,5044,2181,0,17
C16orf72,2968,1056,5,49
MIR548X,0,0,0,0
GRIN2A,6,27,0,0
ATF7IP2,186,131,0,14
EMP2,5807,3978,3,36
TEKT5,7,0,0,0
NUBP1,615,382,0,8
TVP23A,141,41,0,0
CIITA,443,299,3,0
DEXI,855,524,0,0
CLEC16A,939,360,0,12
SOCS1,1426,210,13,88
TNP2,0,0,0,0
PRM3,0,0,0,0
PRM2,0,0,0,0
PRM1,0,0,0,0
RMI2,33,34,0,0
LITAF,12472,12784,130,2233
SNN,3379,1292,6,108
TXNDC11,2322,912,0,0
ZC3H7A,2346,955,0,1
BCAR4,0,3,0,0
RSL1D1,5218,2608,5,137
GSPT1,7238,2379,13,167
TNFRSF17,4,26,0,4
SNX29,315,391,0,3
CPPED1,190,601,0,50
MIR4718,0,0,0,0
SHISA9,4,4,0,0
ERCC4,135,67,0,7
MIR193B,0,0,0,0
MIR365A,0,0,0,0
PARN,378,582,0,2
BFAR,2005,831,4,15
PLA2G10,26,15,0,0
ABCC6P2,1,2,0,0
NOMO1,910,587,4,36
MIR3179-1,0,0,0,0
MIR3179-2,0,0,0,0
MIR3179-3,0,0,0,0
MIR3180-1,0,0,0,0
MIR3180-3,0,0,0,0
MIR3180-2,0,0,0,0
PDXDC1,3475,1209,0,20
NTAN1,923,1360,2,46
RRN3,2702,1007,1,24
MIR3180-4,0,0,0,0
MPV17L,12,19,0,0
C16orf45,374,874,0,3
NDE1,275,201,2,5
MIR484,0,0,0,0
MYH11,2596,15641,24,356
FOPNL,704,589,0,40
ABCC1,5232,606,1,66
ABCC6,93,65,1,1
NOMO3,74,2,0,0
PKD1P1,67,78,0,3
XYLT1,788,194,0,0
NOMO2,269,117,0,0
ABCC6P1,11,3,0,0
RPS15A,27578,16425,70,889
ARL6IP1,4501,1513,6,77
SMG1,5200,1041,3,115
TMC7,310,48,0,0
COQ7,278,388,0,2
ITPRIPL2,1828,641,0,24
SYT17,81,117,0,2
CLEC19A,0,10,0,0
TMC5,2994,122,1,10
GDE1,1254,912,0,6
CCP110,338,187,0,19
IQCK,211,314,3,44
GPRC5B,452,456,0,0
GPR139,0,0,0,0
GP2,0,5,0,0
UMOD,0,0,0,0
PDILT,0,3,0,0
ACSM5,12,77,0,0
ACSM2A,0,12,0,0
ACSM2B,0,8,0,0
ACSM1,23,30,0,3
THUMPD1,1033,525,0,8
ACSM3,18,37,0,0
ERI2,41,45,0,0
DCUN1D3,1274,314,7,170
LYRM1,1371,864,12,131
DNAH3,54,6,0,0
TMEM159,605,337,0,6
ZP2,2,0,0,0
ANKS4B,1,1,0,3
CRYM,29,77,0,0
CRYM-AS1,9,0,0,0
SNX29P1,2,12,0,0
LOC100190986,0,0,0,0
SLC7A5P2,140,38,0,0
METTL9,3249,1812,13,277
IGSF6,348,96,21,594
OTOA,32,23,1,2
RRN3P1,156,124,0,0
UQCRC2,4171,2079,4,30
PDZD9,3,6,0,0
VWA3A,142,55,0,0
EEF2K,238,724,0,3
POLR3E,1258,544,0,22
CDR2,2171,619,1,21
RRN3P3,88,105,0,0
SMG1P1,577,72,0,0
MIR548AA2,0,0,0,0
MIR548D2,0,0,0,0
HS3ST2,261,213,0,4
USP31,1493,316,0,2
SCNN1G,962,91,0,0
SCNN1B,480,332,1,0
COG7,327,338,0,0
GGA2,3945,1567,0,5
EARS2,491,197,1,13
UBFD1,1740,523,1,36
NDUFAB1,2347,1238,0,13
PALB2,352,138,0,9
DCTN5,2327,700,3,14
PLK1,106,46,0,0
ERN2,2,0,0,0
CHP2,1,5,0,0
PRKCB,498,563,1,16
CACNG3,0,2,0,0
RBBP6,2633,1150,0,48
TNRC6A,1125,852,0,11
SLC5A11,1,5,0,0
ARHGAP17,1887,1252,0,18
LOC554206,42,11,0,0
LCMT1,565,456,1,24
AQP8,3,10,0,0
ZKSCAN2,236,86,0,0
HS3ST4,0,0,0,0
C16orf82,0,8,0,0
KDM8,109,109,0,0
NSMCE1,1370,1442,1,22
FLJ21408,41,26,0,4
IL4R,6687,8798,6,50
IL21R,99,42,1,9
IL21R-AS1,5,0,0,0
GTF3C1,1279,789,1,7
KIAA0556,483,233,0,0
GSG1L,4,9,0,0
XPO6,3992,1621,2,102
SBK1,27,16,0,0
EIF3CL,0,0,0,0
EIF3C,0,0,0,0
CLN3,592,597,0,0
APOBR,190,149,4,15
IL27,6,6,0,29
NUPR1,3112,2837,1,15
SULT1A2,138,191,0,0
SULT1A1,356,1033,0,0
ATXN2L,2995,813,2,105
TUFM,3912,2620,4,42
MIR4721,0,0,0,0
SH2B1,288,447,0,2
ATP2A1,17,23,0,0
RABEP2,148,187,0,0
CD19,46,0,0,0
NFATC2IP,1011,507,0,21
MIR4517,3,0,0,0
SPNS1,439,376,1,5
LAT,592,197,0,0
RRN3P2,89,74,0,0
SNX29P2,80,8,0,0
LOC606724,0,0,0,0
BOLA2,0,0,0,0
BOLA2B,0,0,0,0
SLX1B,0,0,0,0
SLX1A,0,0,0,0
SLX1A-SULT1A3,0,0,0,0
SLX1B-SULT1A4,0,0,0,0
SULT1A4,0,0,0,0
SULT1A3,0,0,0,0
LOC613038,0,0,0,0
LOC388242,0,0,0,0
SPN,178,131,1,0
QPRT,25,325,0,1
C16orf54,101,75,0,0
ZG16,0,0,0,0
KIF22,421,566,0,6
MAZ,735,632,1,6
PRRT2,35,170,0,0
PAGR1,433,627,0,1
MVP,3962,3915,5,23
CDIPT,1021,2089,5,33
SEZ6L2,30,21,0,16
ASPHD1,48,17,0,0
KCTD13,249,243,1,5
TMEM219,1869,3319,4,18
TAOK2,1146,1438,0,32
HIRIP3,273,435,0,0
INO80E,214,373,0,0
DOC2A,11,3,0,0
C16orf92,0,0,0,0
FAM57B,0,0,0,0
ALDOA,46467,14448,43,461
PPP4C,4002,1810,6,40
TBX6,30,11,0,0
YPEL3,1123,1661,36,260
GDPD3,226,196,0,0
MAPK3,1450,2543,0,25
CORO1A,812,893,4,16
CD2BP2,2537,2107,0,5
TBC1D10B,962,486,4,78
MYLPF,6,11,0,0
SEPT1,203,84,0,11
ZNF48,109,147,0,1
ZNF771,38,38,0,0
DCTPP1,1135,725,0,17
SEPHS2,2104,1468,0,28
ITGAL,1054,355,1,21
MIR4518,0,0,0,0
ZNF768,305,376,0,2
ZNF747,82,94,0,0
ZNF764,189,110,0,0
ZNF688,160,359,0,0
ZNF785,21,37,0,0
ZNF689,268,229,0,0
PRR14,1946,651,1,19
FBRS,1310,610,0,13
LOC730183,15,14,0,3
SRCAP,2054,1025,0,5
SNORA30,1,0,0,0
PHKG2,1968,628,2,2
RNF40,2579,1440,2,7
ZNF629,521,659,0,2
MIR4519,0,0,0,0
BCL7C,461,1151,0,7
MIR762,0,0,0,0
CTF1,48,44,6,12
FBXL19-AS1,28,17,0,0
FBXL19,82,77,0,3
ORAI3,426,308,4,0
SETD1A,437,349,0,1
HSD3B7,278,446,1,22
STX1B,21,1,0,0
STX4,4414,2048,10,12
ZNF668,222,109,0,3
ZNF646,329,102,0,2
PRSS53,144,43,0,0
VKORC1,2674,1351,4,30
BCKDK,1459,1053,2,5
KAT8,1404,888,1,10
PRSS8,3221,125,1,3
PRSS36,14,17,0,0
FUS,7159,7432,17,414
PYCARD,222,1010,0,12
TRIM72,0,5,0,0
PYDC1,0,0,0,0
ITGAM,444,392,0,79
ITGAX,2966,353,16,132
ITGAD,15,1,0,0
COX6A2,0,0,0,0
ZNF843,7,2,0,0
ARMC5,438,297,0,0
TGFB1I1,989,1024,1,14
SLC5A2,23,39,0,0
C16orf58,797,466,2,0
AHSP,12,11,0,0
CLUHP3,243,33,0,0
ZNF720,267,173,0,31
ZNF267,2192,179,1,53
HERC2P4,0,0,0,0
TP53TG3D,0,33,0,0
LOC390705,0,0,0,0
TP53TG3B,0,0,0,0
TP53TG3,0,0,0,0
TP53TG3C,0,0,0,0
SLC6A10P,0,0,0,0
UBE2MP1,3,4,0,0
ANKRD26P1,0,17,0,0
SHCBP1,16,19,0,0
VPS35,1638,764,3,72
ORC6,29,6,0,0
MYLK3,3,21,0,0
C16orf87,343,68,0,0
GPT2,117,58,0,1
DNAJA2,3232,1273,1,82
NETO2,402,102,0,11
ITFG1,484,643,3,30
PHKB,776,770,1,12
ABCC12,0,2,0,0
ABCC11,5,7,0,0
MIR548AE2,0,0,0,0
LONP2,736,226,0,27
SIAH1,609,277,3,1
N4BP1,2580,760,6,94
CBLN1,4,9,0,0
C16orf78,0,2,0,0
ZNF423,147,335,1,0
CNEP1R1,378,199,0,6
HEATR3,43,13,0,0
ADCY7,1071,294,8,54
BRD7,1645,895,3,16
NKD1,239,348,0,0
SNX20,155,84,0,28
NOD2,1105,58,0,3
CYLD,10800,851,0,138
SALL1,0,0,0,0
C16orf97,0,0,0,0
TOX3,46,3,0,0
CHD9,683,425,0,21
LOC643802,0,23,0,17
RBL2,1371,852,1,16
AKTIP,603,427,2,18
RPGRIP1L,46,35,0,0
FTO,675,587,10,47
IRX3,147,36,0,11
CRNDE,165,125,0,14
IRX5,31,6,0,0
IRX6,12,0,0,0
MMP2,16512,4470,21,366
LPCAT2,320,153,0,14
CAPNS2,2,2,0,0
SLC6A2,0,10,0,0
CES1P2,0,13,0,0
CES1P1,16,2,0,0
CES1,3545,1227,4,11
CES5A,0,0,0,0
LOC283856,2,13,0,0
GNAO1,8,48,0,0
DKFZP434H168,0,0,0,0
MIR3935,0,0,0,0
AMFR,1830,1123,0,3
NUDT21,2172,936,3,44
OGFOD1,1358,484,1,73
BBS2,275,494,1,1
MT4,0,0,0,0
MT3,22,0,0,0
MT2A,127790,146139,772,8685
MT1L,2638,1127,1,46
MT1E,5516,21121,32,249
MT1M,1885,25278,13,263
MT1JP,4,416,0,0
MT1A,8656,8153,26,389
MT1DP,10,52,0,3
MT1B,1,0,0,0
MT1F,427,892,0,43
MT1G,2038,4084,2,103
MT1H,359,83,0,8
MT1IP,1,3,0,0
MT1X,6748,25430,55,536
NUP93,1599,577,1,22
MIR138-2,0,0,0,0
SLC12A3,1,0,0,0
HERPUD1,7577,3187,0,20
CETP,104,87,0,0
NLRC5,3349,911,3,21
CPNE2,733,1826,2,20
FAM192A,1301,1308,4,73
RSPRY1,734,130,1,2
ARL2BP,1421,1587,3,83
PLLP,389,986,0,0
CCL22,905,33,1,11
CX3CL1,4188,3517,11,134
CCL17,38,36,0,1
CIAPIN1,1298,537,0,12
COQ9,551,401,0,8
POLR2C,2546,1174,2,58
DOK4,334,430,0,0
CCDC102A,229,68,0,0
KATNB1,374,289,0,0
KIFC3,2251,813,1,10
CNGB1,12,15,0,6
TEPP,22,13,0,0
ZNF319,122,72,0,0
USB1,1570,904,24,196
MMP15,114,241,0,8
CSNK2A2,545,209,0,1
CCDC113,71,57,0,18
PRSS54,0,0,0,0
GINS3,156,81,0,0
NDRG4,105,1074,0,4
SETD6,291,193,0,0
CNOT1,6346,1317,1,59
SNORA46,3,0,0,0
SLC38A7,136,51,0,4
GOT2,2244,959,7,64
CDH8,0,2,0,0
CDH11,2500,476,0,6
CDH5,9350,6490,8,72
BEAN1,8,18,0,0
TK2,309,978,0,26
CKLF,49,25,0,25
CKLF-CMTM1,0,0,0,0
CMTM1,7,2,0,0
CMTM2,14,84,0,69
CMTM3,2224,1254,3,17
CMTM4,818,355,0,25
DYNC1LI2,3902,2517,9,68
NAE1,1058,517,0,47
CA7,1,2,0,0
PDP2,223,78,0,0
CDH16,208,0,0,5
RRAD,17554,2674,0,0
CES2,552,922,1,22
CES3,8,6,0,0
CES4A,76,21,0,3
CBFB,1740,772,0,44
C16orf70,405,217,1,0
B3GNT9,37,94,0,5
TRADD,568,404,1,6
FBXL8,23,20,0,0
HSF4,148,249,0,0
NOL3,428,561,0,9
KIAA0895L,246,558,0,0
EXOC3L1,133,434,1,0
E2F4,3140,1710,0,12
